,DATE,HNT_PRICE_USD
0,2021-12-31 00:00:00 UTC,37.51749452
1,2021-12-30 00:00:00 UTC,38.23466454
2,2021-12-29 00:00:00 UTC,36.62934525
3,2021-12-28 00:00:00 UTC,39.64732409
4,2021-12-27 00:00:00 UTC,37.57574854
5,2021-12-26 00:00:00 UTC,38.39234633
6,2021-12-25 00:00:00 UTC,36.92158635
7,2021-12-24 00:00:00 UTC,38.93922871
8,2021-12-23 00:00:00 UTC,40.33014244
9,2021-12-22 00:00:00 UTC,36.21846518
10,2021-12-21 00:00:00 UTC,35.01542855
11,2021-12-20 00:00:00 UTC,32.03065042
12,2021-12-19 00:00:00 UTC,32.74354136
13,2021-12-18 00:00:00 UTC,33.85535129
14,2021-12-17 00:00:00 UTC,31.95446416
15,2021-12-16 00:00:00 UTC,31.3731019
16,2021-12-15 00:00:00 UTC,27.79133798
17,2021-12-14 00:00:00 UTC,26.00621442
18,2021-12-13 00:00:00 UTC,29.75604557
19,2021-12-12 00:00:00 UTC,29.76967355
20,2021-12-11 00:00:00 UTC,28.78130184
21,2021-12-10 00:00:00 UTC,29.09037375
22,2021-12-09 00:00:00 UTC,30.26759141
23,2021-12-08 00:00:00 UTC,32.64176759
24,2021-12-07 00:00:00 UTC,31.09154793
25,2021-12-06 00:00:00 UTC,31.47555679
26,2021-12-05 00:00:00 UTC,33.62859535
27,2021-12-04 00:00:00 UTC,35.17670054
28,2021-12-03 00:00:00 UTC,38.21522794
29,2021-12-02 00:00:00 UTC,38.14098085
30,2021-12-01 00:00:00 UTC,39.17952351
31,2021-11-30 00:00:00 UTC,40.35117416
32,2021-11-29 00:00:00 UTC,40.17874588
33,2021-11-28 00:00:00 UTC,39.80063191
34,2021-11-27 00:00:00 UTC,40.5444659
35,2021-11-26 00:00:00 UTC,46.56515006
36,2021-11-25 00:00:00 UTC,43.92146639
37,2021-11-24 00:00:00 UTC,45.4560842
38,2021-11-23 00:00:00 UTC,41.93587627
39,2021-11-22 00:00:00 UTC,44.48107835
40,2021-11-21 00:00:00 UTC,46.91867434
41,2021-11-20 00:00:00 UTC,46.04758483
42,2021-11-19 00:00:00 UTC,39.48148953
43,2021-11-18 00:00:00 UTC,45.69058281
44,2021-11-17 00:00:00 UTC,44.62625312
45,2021-11-16 00:00:00 UTC,47.65346411
46,2021-11-15 00:00:00 UTC,52.99441917
47,2021-11-14 00:00:00 UTC,51.01657183
48,2021-11-13 00:00:00 UTC,51.41634369
49,2021-11-12 00:00:00 UTC,48.74912349
50,2021-11-11 00:00:00 UTC,49.5336575
51,2021-11-10 00:00:00 UTC,47.40991855
52,2021-11-09 00:00:00 UTC,42.62209174
53,2021-11-08 00:00:00 UTC,45.47356293
54,2021-11-07 00:00:00 UTC,37.70669704
55,2021-11-06 00:00:00 UTC,33.85464633
56,2021-11-05 00:00:00 UTC,30.13563694
57,2021-11-04 00:00:00 UTC,28.75167158
58,2021-11-03 00:00:00 UTC,28.59555322
59,2021-11-02 00:00:00 UTC,28.30876332
60,2021-11-01 00:00:00 UTC,29.01236255
61,2021-10-31 00:00:00 UTC,30.52021127
62,2021-10-30 00:00:00 UTC,27.94490925
63,2021-10-29 00:00:00 UTC,26.68614661
64,2021-10-28 00:00:00 UTC,25.22430638
65,2021-10-27 00:00:00 UTC,24.25476949
66,2021-10-26 00:00:00 UTC,21.45692681
67,2021-10-25 00:00:00 UTC,21.01338916
68,2021-10-24 00:00:00 UTC,21.44422948
69,2021-10-23 00:00:00 UTC,21.53893587
70,2021-10-22 00:00:00 UTC,21.78024406
71,2021-10-21 00:00:00 UTC,22.65256513
72,2021-10-20 00:00:00 UTC,22.17274072
73,2021-10-19 00:00:00 UTC,21.14569558
74,2021-10-18 00:00:00 UTC,21.72061273
75,2021-10-17 00:00:00 UTC,21.89379315
76,2021-10-16 00:00:00 UTC,21.16498537
77,2021-10-15 00:00:00 UTC,20.10205525
78,2021-10-14 00:00:00 UTC,19.3839845
79,2021-10-13 00:00:00 UTC,19.15373436
80,2021-10-12 00:00:00 UTC,19.08877435
81,2021-10-11 00:00:00 UTC,19.14497495
82,2021-10-10 00:00:00 UTC,20.09769815
83,2021-10-09 00:00:00 UTC,20.05852274
84,2021-10-08 00:00:00 UTC,20.47333011
85,2021-10-07 00:00:00 UTC,21.65554728
86,2021-10-06 00:00:00 UTC,21.73805952
87,2021-10-05 00:00:00 UTC,20.86179531
88,2021-10-04 00:00:00 UTC,21.60333523
89,2021-10-03 00:00:00 UTC,18.72330733
90,2021-10-02 00:00:00 UTC,18.5827199
91,2021-10-01 00:00:00 UTC,17.32652095
92,2021-09-30 00:00:00 UTC,16.96307388
93,2021-09-29 00:00:00 UTC,16.89150617
94,2021-09-28 00:00:00 UTC,17.50617749
95,2021-09-27 00:00:00 UTC,18.12536304
96,2021-09-26 00:00:00 UTC,17.62923725
97,2021-09-25 00:00:00 UTC,17.55481372
98,2021-09-24 00:00:00 UTC,18.65817216
99,2021-09-23 00:00:00 UTC,18.79205605
100,2021-09-22 00:00:00 UTC,16.70122901
101,2021-09-21 00:00:00 UTC,18.19208941
102,2021-09-20 00:00:00 UTC,19.8179074
103,2021-09-19 00:00:00 UTC,20.53275295
104,2021-09-18 00:00:00 UTC,19.65070431
105,2021-09-17 00:00:00 UTC,20.30288159
106,2021-09-16 00:00:00 UTC,20.51231886
107,2021-09-15 00:00:00 UTC,20.65501965
108,2021-09-14 00:00:00 UTC,19.71487487
109,2021-09-13 00:00:00 UTC,21.46153071
